"URL","Image URL","ASIN","Title","Brand","Fulfillment","Category","BSR","UPC","GTIN","EAN","ISBN","Subcategory","Subcategory BSR","Price","Price Trend (90 days) (%)","Parent Level Sales","ASIN Sales","Sales Trend (90 days) (%)","Parent Level Revenue","ASIN Revenue","Review Count","Reviews Rating","Seller","Seller Country/Region","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B0F8LG8STL","https://m.media-amazon.com/images/I/41zSkuDNYCL._SX450_.jpg","B0F8LG8STL","The Tragedy Of Man","Deaf Crocodile","Amazon","Movies & TV",8910,850066568279,"N/A",0850066568279,"N/A",,4644,29.99,-22,149,149,,4462.87,4461.25,"N/A","N/A","Amazon","N/A",7,0,"N/A","Small Standard-Size",0.55,5.28,6.77,0.17,"N/A","N/A","05/31/2025",3,3,0,"N/A"
"https://amazon.com/dp/B0FJFWCSRJ","https://m.media-amazon.com/images/I/61CDJBClXpL._SX450_.jpg","B0FJFWCSRJ","Eat Sleep Grow A Garden Repeat Universal Large Capacity Durable Backpack - Waterproof Laptop Backpack For School Anti-Theft Design - Unisex","Generic","FBM","Clothing, Shoes & Jewelry",225435,"N/A","N/A","N/A","N/A","Backpacks",6666,29.99,-58,148,148,,4453.14,4451.59,"N/A","N/A","yunruishizhuangquxiao","China",1,0,"N/A","Large Standard-Size",9.02,8.98,1.65,0.71,"N/A","N/A","07/31/2025",1,8,0,"N/A"
"https://amazon.com/dp/B0002US53W","https://m.media-amazon.com/images/I/41KEC34X1QL._SX450_.jpg","B0002US53W","Beginners Easy Stretch Exercise DVD, Easy Yoga, Dance Stretches, Better Posture, Improve flexibility and balance, increase range of motion: Fabulous Forever Easy Stretch by Mirabai Holland","N/A","FBA","Movies & TV",105663,823543000593,"N/A",9780971286856,"097128685X",,1526,29.99,-21,148,148,,4434.95,4433.33,26,3.6,"RapidPrimePros","USA",4,365,3956,"Small Standard-Size",0.55,5.35,7.48,0.18,11.11,30.66,"07/31/2025",227,1,0,5.69
"https://amazon.com/dp/B0CSQKMN6D","https://m.media-amazon.com/images/I/71LL0H9B+SL._SX450_.jpg","B0CSQKMN6D","Cat Person (Blu-ray)","N/A","FBM","Movies & TV",219321,777235038442,"N/A",0777235038442,"N/A",,56911,29.99,-29,148,148,21,4434.2,4432.59,3,3.3,"PL FILM","Canada",4,0,"N/A","Small Standard-Size",0.47,5.31,6.81,0.02,"N/A","N/A","06/30/2025",19,2,0,49.29
"https://amazon.com/dp/B0D5WLZB6X","https://m.media-amazon.com/images/I/81+Kj1XfE0L._SX450_.jpg","B0D5WLZB6X","Feed Me [Blu-ray]","XYZ Films","Amazon","Movies & TV",209452,814456029962,"N/A",0814456029962,"N/A",,6679,26.49,-6,147,147,25,4430.5,4428.91,56,3.6,"Amazon","N/A",2,1572,"N/A","Small Standard-Size",0.51,5.35,6.73,0.18,"N/A","N/A","12/31/2024",14,7,0,2.62
"https://amazon.com/dp/B0CXB18CQM","https://m.media-amazon.com/images/I/6158y3SwfNL._SX450_.jpg","B0CXB18CQM","Judi Dench: Triple Film Collection (Tea With The Dames / Red Joan / Six Minutes To Midnight) - All-Region/1080p Special Edition","N/A","FBA","Movies & TV",229613,"N/A","N/A",9337369040707,"N/A",,12166,29.9,-15,148,148,106,4421.93,4420.31,"N/A","N/A","Smokecds","New Zealand",12,1683,"N/A","Small Standard-Size",0.71,5.35,6.81,0.33,13.02,35.93,"11/30/2024",17,1,0,"N/A"
"https://amazon.com/dp/B0C6YLK9K9","https://m.media-amazon.com/images/I/412UXXIeeiL._SX450_.jpg","B0C6YLK9K9","It Happened at Nightmare Inn ( Una vela para el diablo ) [ Blu-Ray, Reg.A/B/C Import - Spain ]","N/A","FBA","Movies & TV",344523,734006553849,"N/A",0734006553849,"N/A",,8771,27.98,-28,150,150,20,4420.93,4419.31,5,3.7,"DaaVeeDee","USA",2,0,"N/A","Small Standard-Size",7.48,5.31,0.39,0.18,7.72,21.3,"11/30/2024",26,1,0,29.92
"https://amazon.com/dp/B00EJSU09A","https://m.media-amazon.com/images/I/61gSY7iHeBL._SX450_.jpg","B00EJSU09A","The Horseman on the Roof ( Le hussard sur le toit ) [ Blu-Ray, Reg.A/B/C Import - Spain ]","N/A","FBM","Movies & TV",175556,"N/A","N/A",8436548860271,"N/A",,47813,29.5,-8,150,150,-16,4416.98,4416.87,73,3.5,"ArcoCeleste DVD","Spain",1,1741,"N/A","Small Standard-Size",6.93,5.43,0.47,0.18,"N/A","N/A","12/31/2024",144,2,0,2.05
"https://amazon.com/dp/0842526196","https://m.media-amazon.com/images/I/11HQItjeydL._SX450_.jpg",0842526196,"Small Fortunes - Microcredit and the Future of Poverty","N/A","FBA","Movies & TV",309363,"N/A","N/A",9780842526197,0842526196,,238352,29.12,-29,150,150,34,4416.58,4415.83,4,2,"RapidPrimePros","USA",2,1176,39100,"Small Standard-Size",7.1,5.42,0.58,0.18,11.28,31.12,"11/30/2024",208,1,0,37.52
"https://amazon.com/dp/B0F62T4FSS","https://m.media-amazon.com/images/I/71DGj+93UYL._SX450_.jpg","B0F62T4FSS","Haudio 7"" Portable Car Stereo with Wireless CarPlay/Android Auto, HD Touchscreen Car Radio with Backup Camera/Voice Control/BT 5.0/ GPS/FM Satellite Radio/SD/TF Card for All Vehicles","Haudio","FBA","Electronics",23135,761709916268,"N/A",0761709916268,"N/A","Digital Media Receivers",17,29.99,499,105,140,,3240.43,4393.92,31,3.7,"SHANGJINGEU","China",1,0,"N/A","Large Standard-Size",3.54,5.39,8.86,1.87,85.11,234.8,"06/30/2025",4,8,0,3.49
"https://amazon.com/dp/B06X8ZC9ZH","https://m.media-amazon.com/images/I/81vg4jDT5HL._SX450_.jpg","B06X8ZC9ZH","The Donald Farmer Collection Vol. 2: Homicidal & More","N/A","Amazon","Movies & TV",343141,674945130438,00674945130438,0674945130438,"N/A",,8749,29.95,-22,147,147,55,4393.19,4393.09,"N/A","N/A","Amazon","N/A",1,1281,624,"Small Standard-Size",0.59,5.43,7.09,0.18,"N/A","N/A","12/31/2024",102,1,0,"N/A"
"https://amazon.com/dp/B004EJTGRG","https://m.media-amazon.com/images/I/81F2D2wmnEL._SX450_.jpg","B004EJTGRG","Kids Yoga DVDs – Scooter & Me Mind Series (Set of 3) for Focus, Self-Awareness & Self-Control","Move With Me Action Adventures","FBA","Movies & TV",211384,850755003012,00850755003012,0850755003012,"N/A",,3445,29.99,-59,103,103,3656,4388.25,4387.47,7,2,"RapidPrimePros","USA",2,553,591,"Small Standard-Size",7.5,5.3,0.5,0.4,10.01,27.6,"11/30/2024",176,2,0,14.71
"https://amazon.com/dp/B0DSKDRKSR","https://m.media-amazon.com/images/I/41VidzKeecL._SX450_.jpg","B0DSKDRKSR","Cooling Fan,4-IN-1 Air Cooler w/ 3-Level Humidify & 4 Speeds, 7-Color Night Lights, 8H Timer for Smart Auto-off, 2.0L Tank Desk Misting Fan for Bedroom Room Office Living Room","Gemce","FBA","Home & Kitchen",358631,"N/A","N/A","N/A","N/A","Personal Fans",1285,29.99,-63,129,129,169,4386.29,4386.14,49,3.5,"weimatech","China",1,0,"N/A","Large Standard-Size",6.46,7.2,14.57,5,341.19,941.22,"06/30/2025",7,6,0,2.8
"https://amazon.com/dp/B009G248AG","https://m.media-amazon.com/images/I/51vx85CsymL._SX450_.jpg","B009G248AG","Malcolm in the Middle: The Complete Second Season REGION 2 PAL","N/A","FBM","Movies & TV",154090,"N/A","N/A",5030697021458,"N/A",,111786,25.84,-41,127,127,29,4382.31,4382.18,120,3.6,"OxfordshireEngland","United Kingdom of Great Britain and Northern Ireland",5,1354,391,"Small Standard-Size",0.63,5.35,7.52,0.35,"N/A","N/A","11/30/2024",154,1,0,1.06
"https://amazon.com/dp/B0CBCHPDP1","https://m.media-amazon.com/images/I/717JnT9e9kL._SX450_.jpg","B0CBCHPDP1","MATLOCK: Complete Seasons 1-4 TV Series (1 2 3 4) Andy Griffith","Generic","FBA","Movies & TV",94540,032429228949,"N/A",0032429228949,"N/A",,65429,29.95,"N/A",146,146,19,4381.85,4381.75,3,3.3,"Captain Shelly Stone","USA",6,1485,"N/A","Large Standard-Size",2.64,5.59,7.48,1.57,55.54,153.21,"11/30/2024",25,2,0,48.77
"https://amazon.com/dp/1430085312","https://m.media-amazon.com/images/I/71Sfoi6hIcL._SX450_.jpg",1430085312,"Dwell on These Things - DVD Set: Transform Your Heart and Mind by Memorizing God's Word","N/A","FBA","Movies & TV",145495,081407478562,09781430085317,9781430085317,1430085312,,104921,29.99,-35,146,146,75,4379.27,4377.68,"N/A","N/A","Lifeway Christian Resources","USA",2,0,"N/A","Small Standard-Size",0.59,5.35,7.52,0.21,11.97,33.02,"11/30/2024",12,4,0,"N/A"
"https://amazon.com/dp/B00IZO4IAQ","https://m.media-amazon.com/images/I/71GrzHrPCIL._SX450_.jpg","B00IZO4IAQ","Myth of the american sleepover - combo blu ray + DVD [Blu-ray]","N/A","FBM","Movies & TV",282782,"N/A","N/A",3512391376116,"N/A",,68925,27.99,-45,146,146,20,4378.61,4377.38,26,3.6,"Prestivo","France",1,1629,"N/A","Small Standard-Size",0.35,5.51,7.48,0.2,"N/A","N/A","11/30/2024",129,1,0,5.6
"https://amazon.com/dp/B0FJ1B1KLV","https://m.media-amazon.com/images/I/71tdiWOS74L._SX450_.jpg","B0FJ1B1KLV","Portable Air Conditioners Fan, Mini Air Conditioner with 2 Ice Packs, 3 Speed Anti-leakage Water Personal Ice Air Cooler for Room Desk Office Home Tent(JC-02)","KidzRule","FBA","Home & Kitchen",201993,730198322577,"N/A",0730198322577,"N/A","Portable",264,29.99,"N/A",0,146,,"-",4377.07,12,2.4,"SherryWay Store","China",2,0,"N/A","Large Standard-Size",6.06,6.77,8.58,1.96,177.22,488.9,"-",1,7,0,0
"https://amazon.com/dp/B00009KP0M","https://m.media-amazon.com/images/I/51lgyHmcUCL._SX450_.jpg","B00009KP0M","Before Women Had Wings","N/A","FBM","Movies & TV",162933,"N/A","N/A",5018011200697,"N/A",,118768,29.22,-43,147,147,-2,4368.87,4367.29,44,3.7,"Gagazet Media","United Kingdom of Great Britain and Northern Ireland",2,1081,667,"Small Standard-Size",0.63,5.35,7.44,0.18,"N/A","N/A","11/30/2024",230,1,0,3.34
"https://amazon.com/dp/B004KK3IIC","https://m.media-amazon.com/images/I/91bGtkjIQaL._SX450_.jpg","B004KK3IIC","LORNA DOONE","Sony Pictures","FBA","Movies & TV",185383,054961853199,00054961853199,0054961853199,"N/A",,15821,29.93,-33,146,146,263,4367.67,4366.2,43,3.4,"RapidPrimePros","USA",4,1142,609,"Small Standard-Size",0.51,5.35,7.4,0.17,10.21,28.17,"11/30/2024",175,1,0,3.4
"https://amazon.com/dp/B0015D20EU","https://m.media-amazon.com/images/I/91MwNRlt1wL._SX450_.jpg","B0015D20EU","Sight","Lionsgate","FBA","Movies & TV",147563,031398228578,00031398228578,0031398228578,"N/A",,6000,23.99,92,149,149,130,4364.23,4363.48,7,3.2,"RapidPrimePros","USA",2,393,"N/A","Small Standard-Size",5.3,7.5,0.6,0.2,12.01,33.12,"06/30/2025",209,1,0,21.28
"https://amazon.com/dp/B0055CP9T0","https://m.media-amazon.com/images/I/51G9UcJFqRL._SX450_.jpg","B0055CP9T0","Tenant [Blu-ray]","INDICAN PICTURES","Amazon","Movies & TV",325929,825284100037,00825284100037,0825284100037,"N/A",,8549,28.49,-30,146,146,30,4363.51,4361.93,22,3.5,"Amazon","N/A",1,1560,"N/A","Small Standard-Size",7.1,5.42,0.58,0.18,"N/A","N/A","12/31/2024",170,2,0,6.61
"https://amazon.com/dp/B0F8H6B2WN","https://m.media-amazon.com/images/I/710Tp3rnWdL._SX450_.jpg","B0F8H6B2WN","Psadhi AI Translation Earbuds Real Time, 164 Language Translator Earbuds OWS 3-in-1 Translation Headphones, Translation Device for Travel Business Learning Compatible with iOS and Android（Black）","Psadhi","FBA","Office Products",156860,761651500386,"N/A",0761651500386,"N/A","Foreign Language Translators",458,29.99,"N/A",10,146,,303.44,4357.16,22,3.5,"lianchuanwd","China",2,0,"N/A","Large Standard-Size",1.57,3.35,4.49,0.22,11.89,32.8,"07/31/2025",3,9,0,0.46
"https://amazon.com/dp/B00B4KFV3G","https://m.media-amazon.com/images/I/51CXaCGMpQL._SX450_.jpg","B00B4KFV3G","Visions of Austria","N/A","FBM","Movies & TV",431371,"N/A","N/A","N/A","N/A",,340440,29.99,-70,145,145,24,4350.81,4349.26,11,3,"Pipmora","USA",1,0,"N/A","Small Standard-Size",7.1,5.42,0.58,0.18,"N/A","N/A","10/31/2024",148,1,0,13.19
"https://amazon.com/dp/B005BAF5U4","https://m.media-amazon.com/images/I/91BR7oEY1UL._SX450_.jpg","B005BAF5U4","8-Movie Western Pack: Volume 1","Platinum Disc","FBA","Movies & TV",157038,096009725099,00096009725099,0096009725099,"N/A",,2545,21.39,19,138,138,89,4349.61,4348.5,8,3.4,"RapidPrimePros","USA",4,1036,"N/A","Small Standard-Size",0.71,5.35,7.52,0.25,14.37,39.63,"06/30/2025",169,2,0,17.28
"https://amazon.com/dp/B0DL4Z22FJ","https://m.media-amazon.com/images/I/91UN05nK2qL._SX450_.jpg","B0DL4Z22FJ","Adults Only 18+ [BLACKED] 2018 My First Interracial Volume 12 DVD","N/A","FBM","Movies & TV",78234,784300485100,"N/A",0784300485100,"N/A",,53115,29.99,-37,145,145,-25,4349.82,4348.27,"N/A","N/A","Cinema Cornucopia","USA",1,0,"N/A","Large Standard-Size",9,7,1,0.44,"N/A","N/A","11/30/2024",10,1,0,"N/A"
"https://amazon.com/dp/B0FFJMXDR7","https://m.media-amazon.com/images/I/71FU92JT3IL._SX450_.jpg","B0FFJMXDR7","Audifort Tinnitus Drops, Official Audifort Tinnitus Relief for Ringing Ears, Advanced Ear Health Support Supplement Liquid Drops All Natural for Healthy Ringing Ear, Audi Fort Dropper Reviews (2 Pack)","IDEAL PERFORMANCE","FBA","Health & Household",154228,"N/A","N/A","N/A","N/A","Blended Vitamin & Mineral Supplements",7000,29.95,1,117,117,,4344.11,4343.99,2,3,"Ideal Performance","USA",2,0,"N/A","Small Standard-Size",0.1,0.2,0.3,0.3,0,0.01,"06/30/2025",2,3,0,58.63
"https://amazon.com/dp/B005SGZP06","https://m.media-amazon.com/images/I/71cmqQj7mtL._SX450_.jpg","B005SGZP06","Max & Ruby - DVD Collection","N/A","FBA","Movies & TV",79445,625828610554,00625828610554,0625828610554,"N/A",,54208,30,-28,145,145,23,4336.3,4336.19,23,3.7,"TheBuyz","USA",1,738,"N/A","Small Standard-Size",7.1,5.42,0.58,0.18,11.28,31.12,"06/30/2025",156,1,0,6.28
"https://amazon.com/dp/B07X6YSN9D","https://m.media-amazon.com/images/I/51s9YYJry7L._SX450_.jpg","B07X6YSN9D","Popcorners Snacks Variety Pack | Gluten Free Chips | (24 Pack, 6 Flavor, 1 oz Snack Bags)","Popcorners","FBM","Grocery & Gourmet Food",44266,810607022288,"N/A",0810607022288,"N/A","Corn",77,28.75,-9,147,147,-21,4336.24,4335.82,87,3.6,"The Best USA  Deals","USA",5,0,"N/A","Large bulky",7.7,12.1,19.1,2.65,"N/A","N/A","05/31/2025",71,7,0,1.69
"https://amazon.com/dp/B0DM1QFGHG","https://m.media-amazon.com/images/I/71UjYbL2l+L._SX450_.jpg","B0DM1QFGHG","The Omicron Killer [Blu-ray]","Bayview Entertainment","Amazon","Movies & TV",116387,012233542639,"N/A",0012233542639,"N/A",,4542,26.56,370,135,135,35,4336.55,4335.28,1,1,"Amazon","N/A",7,0,"N/A","Small Standard-Size",0.48,6.67,5.2,0.14,"N/A","N/A","11/30/2024",9,2,0,135.43
"https://amazon.com/dp/B0BQCC9TVJ","https://m.media-amazon.com/images/I/61quqKaQs+L._SX450_.jpg","B0BQCC9TVJ","Totally Vegetarian: The Essential Collection (Volume I) [DVD]","N/A","Amazon","Movies & TV",370987,655498638794,"N/A",0655498638794,"N/A",,289748,29.16,-15,147,147,114,4332.64,4332.07,"N/A","N/A","Amazon","N/A",6,972,"N/A","Small Standard-Size",0.59,5.35,7.48,0.22,"N/A","N/A","11/30/2024",32,1,0,"N/A"
"https://amazon.com/dp/B0FDJPM3BV","https://m.media-amazon.com/images/I/81GgtSeo-bL._SX450_.jpg","B0FDJPM3BV","Hevano Anime Action Figure, Removable and Replaceable Figure Toy, Upgrade Suit Game Edition Collectible Statue Action Figures for Desktop Decoration Display","Hevano","FBA","Home & Kitchen",164074,"N/A","N/A","N/A","N/A","Collectible Figurines",488,25.97,-36,133,133,,4317.05,4316.42,3,2.5,"Plush Stuffed Doll","China",1,0,"N/A","Large Standard-Size",1.81,6.22,7.4,0.42,41.98,115.81,"06/30/2025",2,3,0,44.35
"https://amazon.com/dp/B0C42D2BCF","https://m.media-amazon.com/images/I/71Tsw3j60YL._SX450_.jpg","B0C42D2BCF","Spirits of the Air, Gremlins of the Clouds","Vinegar Syndrome","FBM","Movies & TV",225511,814456027173,"N/A",0814456027173,"N/A",,58177,29.99,"N/A",144,144,,4317.12,4315.54,28,3.6,"playitgmm","USA",1,288,30,"Small Standard-Size",0.55,5.35,6.73,0.18,"N/A","N/A","06/30/2025",27,1,0,5.14
"https://amazon.com/dp/B0DFXHD3JD","https://m.media-amazon.com/images/I/71JuFjrrv4L._SX450_.jpg","B0DFXHD3JD","Howling VI - Uncut - Limited Edition [Blu-ray]","375 Media","FBM","Movies & TV",287666,"N/A","N/A",4059251662266,"N/A",,8041,29.09,-26,150,150,11,4314.68,4313.81,5,2.7,"Amazon Germany","Germany",4,0,"N/A","Small Standard-Size",0.63,5.39,6.73,0.18,"N/A","N/A","03/31/2025",10,1,0,30.02
"https://amazon.com/dp/B0CGVW41N3","https://m.media-amazon.com/images/I/61o0PMRtm+L._SX450_.jpg","B0CGVW41N3","Patrick Swayze Double Feature: 2-Movie Blu-ray Collection - Road House / Steel Dawn","Generic","FBA","Movies & TV",141918,606795837946,"N/A",0606795837946,"N/A",,40486,28.99,-12,149,149,-5,4313.43,4311.82,"N/A","N/A","TheBuyz","USA",1,1587,"N/A","Small Standard-Size",0.6,5,6,0.75,9.06,25,"11/30/2024",24,1,0,"N/A"
"https://amazon.com/dp/031657323X","https://m.media-amazon.com/images/I/81ZTURdBinL._SX450_.jpg","031657323X","Gray Dawn: An Easy Rawlins Mystery (Easy Rawlins, 17)","N/A","Amazon","Books",54047,"N/A",09780316573238,9780316573238,"031657323X","Cozy",229,29,-11,149,149,,4311.25,4311.11,"N/A","N/A","Amazon","N/A",2,0,"N/A","Large Standard-Size",6.4,1.13,9.7,1.22,"N/A","N/A","05/31/2025",7,1,0,"N/A"
"https://amazon.com/dp/B0C24Q3MPB","https://m.media-amazon.com/images/I/71W6VO3tiQL._SX450_.jpg","B0C24Q3MPB","Eyes Of Dread","Rising Sun Media","Amazon","Movies & TV",299656,760137127291,"N/A",0760137127291,"N/A",,4163,29.96,-37,144,144,22,4310.03,4308.49,"N/A","N/A","Amazon","N/A",6,1568,"N/A","Small Standard-Size",0.63,5.35,6.18,0.17,"N/A","N/A","06/30/2025",28,1,0,"N/A"
"https://amazon.com/dp/B0DRGM3CGT","https://m.media-amazon.com/images/I/61JC4CiqJbL._SX450_.jpg","B0DRGM3CGT","Rev-lon Flex Body Building Protein Shampoo & Conditioner, 20 fl.oz. Each COMBO PACK","Metrey Herbotech","FBM","Beauty & Personal Care",99798,"N/A","N/A","N/A","N/A","Shampoo & Conditioner Sets",1034,29.6,-68,147,147,61,4308.6,4308.09,11,3.7,"CHIRAG EXIM","India",13,0,"N/A","Large Standard-Size",2.91,6.14,10.94,2.95,"N/A","N/A","06/30/2025",8,1,0,13.38
"https://amazon.com/dp/B07MHQ5FDC","https://m.media-amazon.com/images/I/81oUSi9FrAL._SX450_.jpg","B07MHQ5FDC","Savage Vows","N/A","Amazon","Movies & TV",477834,674945148037,00674945148037,0674945148037,"N/A",,9981,28.49,-26,144,144,-8,4300.79,4300.65,"N/A","N/A","Amazon","N/A",1,1680,906,"Small Standard-Size",0.51,5.35,6.73,0.15,"N/A","N/A","11/30/2024",79,1,0,"N/A"
"https://amazon.com/dp/B01EME28L8","https://m.media-amazon.com/images/I/81vKruOHV+L._SX450_.jpg","B01EME28L8","Naples Naples Naples (Napoli Napoli Napoli)","KINO INTERNATIONAL","FBM","Movies & TV",263264,816018011026,00816018011026,0816018011026,"N/A",,13150,29.45,-21,146,146,34,4292.32,4292.18,14,3.7,"SpeedyHen","United Kingdom of Great Britain and Northern Ireland",5,1727,1108,"Small Standard-Size",5.3,6.8,0.6,0.25,"N/A","N/A","11/30/2024",112,3,0,10.41
"https://amazon.com/dp/B003OUV1JM","https://m.media-amazon.com/images/I/71Bf50CWoxL._SX450_.jpg","B003OUV1JM","Hole In One [DVD]","UNIVERSAL","FBA","Movies & TV",84039,"N/A",05050582786996,5050582786996,"N/A",,57660,29.99,-83,143,143,-14,4274.49,4272.94,74,3.6,"RapidPrimePros","USA",1,783,625,"Small Standard-Size",0.47,5.39,7.52,0.18,9.65,26.61,"05/31/2025",156,1,0,1.93
"https://amazon.com/dp/B0DPG2N1VH","https://m.media-amazon.com/images/I/71lDeZYJR0L._SX450_.jpg","B0DPG2N1VH","Aoriher Disco Ball Piñata Singer Party Decoration Colorful Disco Party Piñatas with Stick Blindfold for Birthday New Years Bachelor Music Lover Fans Game Supplies 12.4 x 12.4 x 2.76 Inch","Aoriher","FBA","Toys & Games",94205,"N/A","N/A","N/A","N/A","Piñatas",302,28.99,-14,147,147,180,4273.92,4272.32,7,3.5,"HuiweiSail","China",1,0,"N/A","Large Standard-Size",3.11,13.39,16.61,0.75,348.25,960.68,"06/30/2025",8,6,0,21.06
"https://amazon.com/dp/B0F9WS8FRM","https://m.media-amazon.com/images/I/61hREyRMgCL._SX450_.jpg","B0F9WS8FRM","Portable Air Conditioners, Air Conditioner,Ac Unit with 500ML Water Tank,2 Spray Ports,3 Wind Speeds,3 Timers, Portable Ac Units for Room Camping Car Office","Generic","FBA","Home & Kitchen",645368,"N/A","N/A","N/A","N/A","Portable",748,29.99,-70,127,127,,4269.25,4268.21,11,1.9,"sleepingping","China",1,0,"N/A","Large Standard-Size",4.88,6.77,10.04,2.07,167,460.69,"06/30/2025",5,6,0,11.55
"https://amazon.com/dp/B00005QCVO","https://m.media-amazon.com/images/I/61znADraSXL._SX450_.jpg","B00005QCVO","Picking Up the Pieces","Live / Artisan","FBA","Movies & TV",215886,012236114987,00012236114987,0012236114987,"N/A",,161075,29.89,-24,142,142,61,4266.12,4264.58,60,3.7,"RapidPrimePros","USA",5,1236,2647,"Small Standard-Size",7.1,5.42,0.58,0.18,11.28,31.12,"11/30/2024",227,1,0,2.36
"https://amazon.com/dp/B0CJYJJZC1","https://m.media-amazon.com/images/I/71W+kqFhB1L._SX450_.jpg","B0CJYJJZC1","6W Solar Panel for Ring Doorbell,Solar Charger for Ring Video Doorbell (2nd Gen-2020 Release),Video Doorbell 3,Video Doorbell 3 Plus,Video Doorbell 4,Battery Video Doorbell Plus,Waterproof,Mount","Rhorawill","FBA","Patio, Lawn & Garden",57255,724164943477,"N/A",0724164943477,"N/A","Solar Panels",292,29.99,-9,142,142,-19,4260.86,4259.31,392,3.7,"kindbrave","China",1,3330,"N/A","Large Standard-Size",1.81,7.24,8.54,0.93,56.34,155.43,"06/30/2024",22,7,0,0.36
"https://amazon.com/dp/B00S2PN0KC","https://m.media-amazon.com/images/I/51d7IfyBujL._SX450_.jpg","B00S2PN0KC","4 Favorite Films The Cruise Collection, The Firm, Collateral, Days of Thunder, Vanilla Sky","N/A","FBA","Movies & TV",257756,"N/A","N/A","N/A","N/A",,195287,29.99,-1,142,142,-10,4250.85,4249.32,5,3.2,"muboutletstore","USA",3,812,"N/A","Small Standard-Size",7.3,5.3,0.6,0.4,11.69,32.24,"11/30/2024",127,3,0,28.35
"https://amazon.com/dp/B096VZZ5LY","https://m.media-amazon.com/images/I/714U2s0XaBL._SX450_.jpg","B096VZZ5LY","KALAWW Adjustable String Trimmer Support Wheel Attachment 26mm(1 inch) and 28mm(1.1 inch) for Weed Trimmer Gas String Trimmer Petrol/Electric Brushcutter Strimmer","KALAWW","FBA","Patio, Lawn & Garden",83278,600310700203,"N/A",0600310700203,"N/A","Replacement Parts",1535,28.99,323,147,147,206,4249.48,4247.86,319,3.3,"KALAWW-USA","China",1,839,-2,"Large Standard-Size",2.8,10.83,11.14,2.78,170.08,469.18,"06/30/2025",49,7,0,0.46
"https://amazon.com/dp/B001P5ZVYE","https://m.media-amazon.com/images/I/41xChZ6A6eL._SX450_.jpg","B001P5ZVYE","Padi Under Water Navigation - DVD, #70885","N/A","FBM","Movies & TV",388045,"N/A","N/A","N/A","N/A",,304012,20,7,122,122,53,4244.64,4243.58,0,"N/A","chanlee3002","USA",2,1105,1088,"Small Standard-Size",7.1,5.42,0.58,0.18,"N/A","N/A","11/30/2024",198,1,0,"N/A"
"https://amazon.com/dp/1068756330","https://m.media-amazon.com/images/I/41tV08L298L._SX450_.jpg",1068756330,"Reckoning : Songs of Chaos Book #4","Portal Books","Amazon","Books",33993,"N/A","N/A",9781068756337,1068756330,"N/A","N/A",29.99,-11,142,142,,4242.9,4241.55,"N/A","N/A","Amazon","N/A",3,0,"N/A","Large Standard-Size",7.99,5,3.15,1.11,"N/A","N/A","06/30/2025",3,1,0,"N/A"
"https://amazon.com/dp/B0C2YQ5B6F","https://m.media-amazon.com/images/I/718obbVnF+L._SX450_.jpg","B0C2YQ5B6F","Free Boy Electric Cones Rolling Machine Automatic Cone Loader Minin Portable Pre Rolled Cones Filling Maker,1 Stirring Rod, 1 Brush(King Size, Black-Lines)","Free Boy","FBA","Health & Household",102619,"N/A","N/A","N/A","N/A","Machines",48,25.95,-15,146,146,-36,4233.74,4233.61,437,3.7,"alec-home","China",1,5798,22,"Large Standard-Size",3.62,4.37,9.61,1.32,76.56,211.19,"11/30/2024",28,6,0,0.34
"https://amazon.com/dp/B0BN25NR35","https://m.media-amazon.com/images/I/81Ez9QvD9nL._SX450_.jpg","B0BN25NR35","Amityville Karen","N/A","Amazon","Movies & TV",239098,674945370032,"N/A",0674945370032,"N/A",,7250,28.49,-13,141,141,56,4230.91,4230.8,25,3.7,"Amazon","N/A",2,1439,485,"Small Standard-Size",0.55,5.31,6.77,0.13,"N/A","N/A","11/30/2024",33,1,0,5.65
